toponimo_i,link,varon,mujer,totalpobl,hogares,viviendasp,viv_part_h,personasxvivienda,Area_RC,Pje_Total_BP_en_RC,Porcentaje_de_hogares_con_conexion_a_red,%conaccesoredgas,%dehogarescnib,%conaccesoredeagua,connivelsec,cestudiosuper,cal1,malacmateriales,superficie,densidad_p,palto,pmedioalto,pbajo,pmuybajo
298565,060351705,478,570,1048,352,362,333,3.14714714714715,115745.057010949,0,20.51,92.05,0.85,100,47.19,60.9550561797753,97.9,2.1,117156.26,89.42,51.18,9.76,35.21,3.85
298575,060351804,325,424,749,268,278,246,3.04471544715447,86249.9150570631,0,16.04,89.93,0,99.63,55.21,71.4285714285714,95.12,4.88,87302.8,85.8,54.21,5.14,33.64,7.01
298576,060351805,341,420,761,277,313,265,2.87169811320755,111888.2588377,0,6.86,84.48,2.17,100,44.74,55.640535372849,94.34,5.66,113254.39,67.17,40.84,8.02,41.22,9.92
298577,060351806,410,478,888,321,340,299,2.96989966555184,113064.022182107,0,16.82,90.97,1.25,100,50.48,66.2939297124601,94.98,5.02,114444.8,77.62,57.03,4.56,33.84,4.56
298581,060351810,341,348,689,254,295,252,2.73412698412698,73469.9813843966,0,5.51,90.55,1.97,99.61,58.25,69.0427698574338,95.63,4.37,74367.77,92.61,46.15,11.79,37.44,4.62
298586,060351903,403,449,852,325,400,323,2.63777089783282,134407.207158744,0,62.46,88.62,2.15,99.38,53.63,67.8217821782178,95.05,4.95,136052.77,62.6,53.54,7.48,32.68,6.3
298598,060352004,333,378,711,242,274,235,3.02553191489362,70348.1275861263,0,81.74,88.02,11.57,99.59,49.57,60.9913793103448,95.32,4.68,71210.62,99.86,49.32,9.95,32.13,8.6
298607,060352612,381,404,785,228,214,203,3.86699507389163,61815.4014998078,0,7.08,54.82,7.02,100,58.52,60.9865470852018,82.76,17.24,62568.22,125.4,13.14,2.86,60.57,23.43
298615,060352108,245,313,558,280,331,234,2.38461538461538,44826.6935455203,0,98.21,98.93,0,100,46.54,66.8257756563246,99.15,0.85,45377.58,122.91,70.05,10.63,17.87,1.45
298620,060352203,213,249,462,200,259,198,2.33333333333333,51345.7137411833,0,100,98.5,1.5,100,43.81,70.0906344410876,98.99,1.01,51977.43,88.85,67.02,10.11,20.74,2.13
298628,060352211,225,252,477,186,249,184,2.59239130434783,56059.371969223,0,98.92,97.85,0.54,99.46,40.56,66.7605633802817,100,0,56748.66,84.13,71.88,6.25,21.35,0.52
298633,060352306,478,570,1048,363,382,346,3.02890173410405,189072.718262672,0,74.17,75.21,18.73,98.9,57.1,67.8994082840237,90.75,9.25,191393.15,54.75,41.37,3.91,37.79,16.94
298644,060352405,352,391,743,248,287,248,2.99596774193548,79250.3776092231,0,87.5,92.74,2.02,99.6,57.09,69.8818897637795,96.37,3.63,80219.86,92.64,52.58,14.43,28.87,4.12
298648,060352409,576,567,1143,352,350,318,3.59433962264151,124502.370755613,0,12.39,77.27,4.26,99.72,55.73,62.844702467344,91.19,8.81,126024.98,90.71,27.53,7.67,52.96,11.85
298665,060352604,145,148,293,90,90,83,3.53012048192771,24340.2020888329,0,95.56,91.11,2.22,98.89,51.98,56.4971751412429,98.8,1.2,24637.03,119.11,13.51,12.16,60.81,13.51
298677,060352703,436,449,885,285,293,264,3.35227272727273,227777.808029354,3.53,30.8,49.12,12.98,98.95,57.84,63.5160680529301,76.52,23.48,230548.82,38.39,23.5,6.91,46.08,23.5
298679,060352705,369,410,779,246,224,191,4.07853403141361,90395.0192708671,7.3,35.83,60.16,4.88,97.15,63.04,67.3511293634497,82.2,17.8,91496.26,85.14,21.82,3.64,51.52,23.03
298684,060352710,472,505,977,282,289,271,3.60516605166052,245722.48514241,2.44,21.07,62.06,6.38,99.65,55.48,60.6164383561644,88.93,11.07,248705.74,39.28,22.22,7,56.38,14.4
298706,060353002,534,553,1087,311,317,298,3.64765100671141,89298.9945226908,0,90.49,83.28,4.5,100,57.28,62.2977346278317,96.98,3.02,90380.36,120.24,26.69,1.59,55.78,15.94
298708,060353004,544,627,1171,359,393,331,3.53776435045317,87414.102013886,0,74.72,83.01,5.01,100,51.53,63.091922005571,95.17,4.83,88472.18,132.32,39.29,8.79,40.66,11.26
298718,060353105,551,606,1157,373,369,331,3.49546827794562,288229.139373928,10.51,57.68,80.97,2.95,99.73,57.8,67.0634920634921,90.33,9.67,291713.38,39.66,34.88,10.96,41.86,12.29
298719,060353106,255,299,554,207,203,176,3.14772727272727,55878.0106328726,0,57.56,88.89,5.8,100,52.89,66.0526315789474,98.3,1.7,56554.09,97.88,49.69,13.5,34.36,2.45
298729,060353206,452,466,918,310,405,299,3.07023411371237,99563.6849826574,0,89.8,90.65,3.23,99.68,50.64,67.8456591639871,96.99,3.01,100764.88,91.07,57.24,6.55,29.66,6.55
298730,060353207,476,524,1000,343,406,333,3.003003003003,102540.617851466,0,85.71,92.42,1.75,99.42,48.04,65.8925979680697,98.5,1.5,103777.42,96.34,53.59,11.08,31.74,3.59
298734,060353303,503,634,1137,405,449,386,2.94559585492228,114969.80705744,0,96.79,86.91,2.47,100,47.33,64.4,95.08,4.92,116358.6,97.68,48.8,8.17,35.34,7.69
298736,060353305,224,268,492,183,238,182,2.7032967032967,87283.781596303,0,98.9,96.17,2.19,100,47.61,61.1267605633803,97.25,2.75,88338.11,55.72,53.5,10.83,33.76,1.91
298751,060353503,378,420,798,273,301,258,3.09302325581395,82060.9990859628,0,95.96,91.21,1.47,100,56.25,69.3014705882353,93.02,6.98,83049.93,96.14,53.43,9.31,34.31,2.94
331322,060350101,1301,1277,2578,731,511,491,5.25050916496945,5462535.99293605,5.2,14.9,0.14,29.41,97.95,51.95,54.0329575021683,48.68,51.32,5529435.47,4.66,7.75,3.01,51.58,37.66
294325,060350304,462,537,999,357,376,354,2.82203389830508,29162.990881443,0,100,99.72,0.56,99.72,44.56,64.4412191582003,99.44,0.56,29522.69,338.64,61.28,12.82,23.85,2.05
294499,060351508,420,451,871,324,352,312,2.79166666666667,107418.406585932,0,8.67,90.43,1.23,100,54.2,69.5222405271829,94.87,5.13,108725.75,80.13,54.62,12.31,27.69,5.38
298080,060351211,392,433,825,329,435,328,2.51524390243902,46658.4477376938,0,99.7,95.14,1.52,100,33.91,67.8200692041522,96.34,3.66,47225.36,174.79,75.91,7.84,15.13,1.12
298385,060350201,530,544,1074,321,276,266,4.03759398496241,5770069.98095953,3.77,4.21,0,30.84,71.65,59.31,61.5384615384615,46.24,53.76,5840940.35,1.84,9.17,3.06,49.78,37.99
298390,060350202,581,555,1136,278,260,258,4.4031007751938,4732742.39727892,2.83,8.21,0,16.91,100,58.33,60,65.5,34.5,4791174.88,2.37,6.48,1.62,49.8,42.11
298395,060350303,465,486,951,287,272,256,3.71484375,104537.815742671,0.35,21.2,65.85,8.36,98.95,54.55,61.5530303030303,86.33,13.67,105826.53,89.89,24.47,6.74,47.52,21.28
298405,060350314,383,428,811,277,299,272,2.98161764705882,115869.593446851,0,97.47,94.95,1.08,99.64,48.66,70.1252236135957,97.43,2.57,117295.48,69.14,64.55,10.82,20.9,3.73
298412,060350406,492,541,1033,342,336,308,3.3538961038961,119878.064666748,0,80.7,83.92,2.92,99.42,56.49,67.2566371681416,95.78,4.22,121348.34,85.16,40.35,7.72,43.16,8.77
298415,060350409,660,748,1408,435,436,407,3.45945945945946,146009.284936875,0,83.06,89.2,5.52,100,52.33,63.9689578713969,94.35,5.65,147802.84,95.26,41.38,8.05,38.85,11.72
298421,060350414,349,379,728,258,312,256,2.84375,22057.5058657527,0,98.45,100,0,98.84,49.9,68.8391038696538,99.61,0.39,22328.82,326.46,62.04,8.57,26.94,2.45
298424,060350502,565,676,1241,465,455,369,3.36314363143631,105732.359456807,0,92.26,95.27,0.22,98.92,44.09,67.6023391812866,96.75,3.25,107023.75,115.98,67.19,7.47,23.3,2.04
298435,060350602,491,592,1083,385,412,374,2.89572192513369,97761.7199271321,0,78.39,90.39,1.56,99.74,49.74,63.0952380952381,97.59,2.41,98954.56,109.39,46.08,11.14,37.65,5.12
298439,060350605,398,483,881,316,364,296,2.97635135135135,89302.4118613882,0,90.51,87.97,2.22,100,47.23,68.0781758957655,98.65,1.35,90391.87,97.46,62.27,4.76,29.67,3.3
298443,060350609,534,603,1137,315,324,307,3.70358306188925,34377.6128528118,0.98,98.73,98.1,1.59,99.05,51.18,54.8816568047337,99.02,0.98,34797.76,326.72,14.01,4.67,51.65,29.67
298445,060350611,380,417,797,218,228,214,3.72429906542056,144866.349761389,9.5,71.16,24.77,10.55,99.54,53.16,59.0163934426229,81.31,18.69,146636.34,54.37,20.64,3.21,51.38,24.77
298451,060350705,378,457,835,286,319,275,3.03636363636364,100616.138542458,0,67.02,80.77,4.2,99.65,50.77,61.3026819923372,93.45,6.55,101842.11,82.02,39.61,9.02,43.92,7.45
298465,060350807,352,352,704,227,229,220,3.2,51010.4597729929,0,92.12,34.36,22.91,98.68,54.48,59.7014925373134,81.36,18.64,51633.1,136.43,20.21,5.7,54.4,19.69
298467,060350809,401,432,833,267,239,224,3.71875,68368.5371608436,0,78.71,46.44,15.73,97.75,59.55,65.7084188911704,86.16,13.84,69202.26,120.38,22.58,9.68,46.54,21.2
298473,060350815,893,893,1786,501,186,171,10.4444444444444,152595.466541797,27.37,68.68,24.35,18.96,99.4,60.67,64.5555555555556,79.53,20.47,154459.01,115.6,13.63,1.95,55.96,28.47
298475,060350902,337,339,676,179,194,179,3.77653631284916,57836.7593225837,0.13,90.28,24.02,32.4,99.44,59.54,64.8026315789474,85.47,14.53,58541.54,115.56,18.18,2.8,51.75,27.27
298480,060350906,365,389,754,190,221,179,4.2122905027933,87685.7834705412,53.83,59.89,3.68,21.05,100,58.77,60.9230769230769,53.07,46.93,88753.81,84.91,7.43,0.68,46.62,45.27
298481,060350907,491,487,978,285,284,280,3.49285714285714,80491.331668973,99.99,58.92,0,31.58,99.65,57.67,58.3524027459954,26.07,73.93,81471.13,120,4.59,0.51,40.82,54.08
298484,060350910,755,723,1478,402,381,368,4.01630434782609,69716.8121825904,70.65,82.6,8.46,21.39,98.26,55.16,56.0862865947612,45.11,54.89,70564.48,209.35,5.97,1.26,49.69,43.08
298485,060350911,624,611,1235,336,334,306,4.0359477124183,49053.3712845445,96.9,68.71,2.08,34.82,96.43,58.69,59.4392523364486,26.8,73.2,49650.13,248.49,6.4,1.2,46.8,45.6
298505,060351105,633,741,1374,547,567,418,3.28708133971292,38329.2115573883,0,71.19,96.16,2.93,99.27,42.73,65.5737704918033,97.61,2.39,38794.36,354.12,68.22,7.56,20.74,3.49
298517,060351210,327,462,789,397,494,396,1.99242424242424,18943.980332315,0,99.75,99.75,0.76,100,39.81,72.5118483412322,99.75,0.25,19174.17,410.94,83.48,6.09,8.99,1.45
298520,060351304,380,410,790,302,375,295,2.67796610169492,105384.308600478,0,99.34,87.75,0.66,99.67,43.48,65.3913043478261,94.92,5.08,106666.66,74.04,64.11,6.62,26.13,3.14
298521,060351305,347,374,721,245,249,212,3.40094339622642,87905.6210474074,0,90.12,84.49,2.45,99.18,53.8,65.8227848101266,90.09,9.91,88975.74,81.01,46.67,9.52,36.19,7.62
298527,060351310,282,345,627,243,287,220,2.85,45704.7651594281,0,97.53,94.65,0.82,100,45.72,72.2972972972973,98.64,1.36,46261.65,135.42,73.13,11.45,11.89,3.52
298529,060351402,234,320,554,225,265,224,2.47321428571429,143125.095298931,0,96,97.33,0.44,99.56,45.89,69.3236714975845,99.55,0.45,144862.81,38.23,67.76,10.38,20.22,1.64
298563,060351703,411,455,866,299,326,290,2.98620689655172,89057.8466832042,0,46.31,91.3,2.01,99.33,50,65.9395973154362,95.52,4.48,90144.98,96.12,54.77,7.42,33.22,4.59
298564,060351704,396,470,866,323,356,307,2.82084690553746,72273.9933472276,0,49.54,91.95,1.24,99.69,46.15,58.9198036006547,96.42,3.58,73155.79,118.31,47.1,8.33,38.04,6.52
298571,060351711,304,361,665,232,241,211,3.15165876777251,127131.00794512,0,25,90.52,1.72,99.57,54.76,66.5961945031712,96.68,3.32,128679.01,51.67,46.41,12.15,30.94,10.5
298583,060351811,404,503,907,320,347,304,2.98355263157895,114549.725315154,0,4.08,87.19,2.19,100,54.92,65.7377049180328,93.09,6.91,115948.33,78.26,44.26,5.96,40,9.79
298588,060351905,408,507,915,324,387,314,2.9140127388535,116398.657418191,0,92.21,91.05,3.7,99.07,51.15,67.9389312977099,96.5,3.5,117824.59,77.67,52.1,15.03,29.02,3.85
298616,060352109,329,362,691,249,275,236,2.92796610169492,73880.235673666,0,95.16,95.58,0.8,100,44.21,72,97.03,2.97,74787.71,92.38,68.85,8.46,19.62,3.08
298635,060352308,415,425,840,212,205,191,4.3979057591623,68524.8213782012,0,95.73,41.51,6.13,100,48.25,51.9736842105263,89.53,10.47,69364.85,121.04,13.56,4.66,48.73,33.05
298650,060352411,668,730,1398,363,289,270,5.17777777777778,134571.576738834,0,21.29,47.66,9.64,93.39,58.63,61.8556701030928,81.11,18.89,136216.11,102.64,16.87,3.31,53.01,26.81
298655,060352505,490,560,1050,340,327,298,3.52348993288591,106659.255310774,6.96,75.15,77.65,5.88,99.71,56.63,63.7048192771084,90.27,9.73,107961.11,97.22,31.85,6.67,49.26,12.22
298657,060352507,399,457,856,301,302,277,3.09025270758123,101282.254525065,0,53.36,79.4,3.65,99.34,60.43,64.9280575539568,92.06,7.94,102517.46,83.51,26.11,8.37,55.17,10.34
298658,060352508,457,503,960,307,305,280,3.42857142857143,103880.706907979,0,83.01,85.67,3.58,100,50.16,57.4433656957929,92.5,7.5,105149.17,91.34,31.69,3.29,44.03,20.99
298667,060352607,480,537,1017,277,292,273,3.72527472527473,31992.8832203448,0,97.11,92.42,0.72,99.28,58.93,62.1993127147766,99.63,0.37,32382.94,313.89,18.8,2.14,58.97,20.09
298669,060352609,589,603,1192,303,277,268,4.44776119402985,45135.5643863678,0,20.57,14.52,18.81,99.01,54.28,55.3228621291449,48.13,51.87,45685.32,260.83,5.8,2.17,51.45,40.58
298687,060352713,349,429,778,230,214,194,4.01030927835052,88627.8040685225,0,7.89,71.74,4.35,99.57,56.09,62.8260869565217,91.24,8.76,89705.96,86.73,29.55,1.7,55.11,13.64
298697,060352903,483,526,1009,345,346,300,3.36333333333333,117022.287399292,0,17.49,87.83,1.74,99.13,57.89,67.8571428571429,95.67,4.33,118442.09,85.22,47.96,5.95,39.41,6.69
298712,060353008,478,559,1037,356,373,322,3.22049689440994,97484.9440534711,0,76.77,90.73,2.25,99.72,57.08,69.1970802919708,96.58,3.42,98666.11,105.07,46.09,7,40.33,6.58
298725,060353202,350,400,750,258,287,238,3.15126050420168,84203.9576206803,0,81.25,94.57,1.55,99.61,39.5,54.1984732824427,99.16,0.84,85218.02,88.03,41.35,12.78,34.21,11.65
298737,060353306,371,435,806,291,342,279,2.88888888888889,94047.299610734,0,99.66,92.44,1.72,100,52.46,68.1238615664845,94.27,5.73,95182.53,84.66,52.92,8.76,35.04,3.28
298740,060353401,383,417,800,264,278,221,3.61990950226244,301628.029337376,0,97.33,79.17,11.74,100,46.12,61.6257088846881,96.83,3.17,305276.2,26.2,49.43,8.68,33.96,7.92
298741,060353402,353,422,775,240,235,213,3.63849765258216,182604.447709344,0,95.36,77.92,5.83,99.58,50.63,60.9009009009009,93.43,6.57,184810.27,41.94,43.4,7.08,42.45,7.08
298743,060353404,350,395,745,259,263,206,3.61650485436893,73161.2485874891,0,94.96,85.71,15.44,99.61,41.63,55.7034220532319,96.12,3.88,74045.95,100.68,45.96,11.76,34.56,7.72
298752,060353504,384,416,800,246,263,226,3.53982300884956,86276.3981864452,0,97.15,90.65,2.85,100,56.69,65.1574803149606,89.38,10.62,87314.75,91.64,36.74,9.77,43.26,10.23
298754,060353506,381,405,786,253,248,222,3.54054054054054,66510.0494774003,0,98,82.21,5.14,100,52.59,62.7329192546584,94.59,5.41,67309.84,116.79,38.64,11.36,42.73,7.27
294272,060350105,221,259,480,149,158,146,3.28767123287671,33777.0835799221,0,98.65,27.52,6.71,99.33,68.88,75.1748251748252,73.97,26.03,34189.5,140.35,33,11,38,18
294377,060350512,367,411,778,271,296,264,2.9469696969697,69551.4809157252,0,87.08,91.14,0.37,98.52,54.58,68.4021543985637,95.08,4.92,70402.62,110.51,50.86,10.34,32.33,6.47
294592,060352606,385,435,820,223,237,217,3.77880184331797,22797.2148403525,0,99.55,90.13,1.79,98.21,59.45,64.968152866242,97.24,2.76,23075.13,354.98,17.1,10.36,59.07,13.47
298382,060350106,351,391,742,225,212,201,3.69154228855721,68527.0456695557,0,92.79,47.11,16.89,98.22,60.35,66.5198237885462,80.6,19.4,69363.46,106.92,28.74,6.59,54.49,10.18
298383,060350110,486,530,1016,286,268,262,3.87786259541985,91163.8456716905,0,89.29,59.44,13.99,98.25,57.19,61.5789473684211,88.93,11.07,92276.09,110.08,21.84,3.83,52.11,22.22
298384,060350111,485,463,948,256,188,171,5.54385964912281,103392.258418858,21.16,88.09,26.17,17.58,99.61,61.14,62.3222748815166,72.51,27.49,104652.77,90.54,6.86,1.47,43.14,48.53
298392,060350301,488,511,999,308,316,294,3.39795918367347,176718.699667156,0,5.96,72.4,4.87,97.4,55.43,63.6513157894737,87.41,12.59,178893.99,55.84,31.87,8.79,47.99,11.36
298411,060350405,540,605,1145,356,367,350,3.27142857142857,98576.6447170973,4.02,29.78,86.24,3.09,94.1,56.67,64.332892998679,95.71,4.29,99784.24,114.73,32.44,7.36,48.83,11.37
298414,060350408,408,456,864,250,257,229,3.77292576419214,138324.658697128,0,74.8,81.6,8.4,99.2,52.37,60.5313092979127,88.21,11.79,140023.28,61.71,33.6,6.88,50.61,8.91
298418,060351302,433,469,902,338,418,333,2.70870870870871,57348.5458722711,0,98.52,89.94,7.4,100,43.88,69.3163751987281,99.1,0.9,58045.83,155.52,62.94,5.75,28.43,2.88
298442,060350608,408,472,880,303,337,300,2.93333333333333,212688.12189055,0,96.37,95.71,0.33,100,52.31,65.8415841584158,96.67,3.33,215287.19,40.87,52.13,10.64,34.4,2.84
298460,060350802,338,335,673,174,189,173,3.89017341040462,20731.9246441424,0,100,91.95,1.15,99.43,61.54,63.8461538461538,95.95,4.05,20984.74,320.48,15.13,3.29,71.71,9.87
298466,060350808,320,360,680,215,217,200,3.4,63446.8017598987,0,79.25,64.65,13.02,97.67,56.28,65.0753768844221,87,13,64220.59,105.92,23.72,5.77,62.82,7.69
298472,060350814,341,348,689,222,237,200,3.445,98904.5886035804,0,71.82,64.86,10.81,100,48.56,56.2200956937799,89.5,10.5,100112.13,68.83,24.74,5.79,52.63,16.84
298478,060350904,1244,1366,2610,711,432,412,6.33495145631068,126710.99348712,71.28,60.68,7.17,18.85,99.44,50.71,52.3214285714286,39.08,60.92,128255.3,203.43,5.23,1.18,39.8,53.79
298486,060350912,295,338,633,191,146,135,4.68888888888889,46308.5453611612,1.79,91.3,51.83,15.18,96.34,47.43,51.7142857142857,84.44,15.56,46871.83,134.97,14.8,4.59,48.47,32.14
298559,060351610,469,495,964,334,356,322,2.99378881987578,83032.4933216572,0,5.14,90.42,3.59,100,52.95,62.3298033282905,93.79,6.21,84042.73,114.76,38.98,9.06,46.46,5.51
298566,060351706,354,394,748,266,293,244,3.0655737704918,73525.396781832,0,3.03,92.11,1.13,99.25,48.65,60.8108108108108,96.72,3.28,74421.91,100.54,48.62,11.47,37.16,2.75
298570,060351710,489,581,1070,351,384,342,3.12865497076023,99622.5818227232,0,9.46,87.46,2.85,100,54.23,65.4518950437318,95.32,4.68,100836.28,106.15,43.8,6.2,42.34,7.66
298572,060351801,387,456,843,286,335,278,3.03237410071942,120002.311040461,0,77.62,95.45,1.4,100,46.55,67.2697368421053,95.32,4.68,121469.16,69.38,58.39,12.59,25.17,3.85
298582,060352304,168,192,360,131,307,128,2.8125,52783.7617659271,0,98.47,97.71,0,99.24,47.52,66.9421487603306,96.87,3.13,53432.36,67.42,69.49,6.78,16.1,7.63
298600,060352006,415,481,896,287,320,275,3.25818181818182,96535.2729444504,0,83.51,82.93,4.88,99.65,53.57,62.6086956521739,94.91,5.09,97717.11,91.71,37.93,8.43,45.59,8.05
298602,060352008,477,505,982,343,356,320,3.06875,200527.828000128,0,84.55,90.38,1.75,100,50.44,61.9822485207101,91.56,8.44,202983.47,48.37,42.76,13.78,39.22,4.24
298606,060352305,472,547,1019,381,483,375,2.71733333333333,106198.766435146,0,90.26,92.39,1.84,99.21,52.19,67.3469387755102,94.67,5.33,107503.14,94.79,50.48,10.79,33.33,5.4
298608,060352101,544,591,1135,404,440,396,2.86616161616162,419323.230291128,0,91.34,95.3,2.23,100,50.64,68.974358974359,96.21,3.79,424459.76,26.74,56.91,10.3,31.17,1.63
298617,060352110,348,433,781,299,361,282,2.76950354609929,81207.0801183581,0,99.33,99,0,99.33,40.4,68.7385740402194,98.58,1.42,82203.92,95.01,72.55,10.46,15.36,1.63
298621,060352204,195,254,449,192,256,189,2.37566137566138,29501.1027369499,0,99.42,97.4,10.94,100,32.72,64.8318042813456,100,0,29864.01,150.17,70.73,12.2,12.68,4.39
298624,060352207,292,354,646,274,365,273,2.36630036630037,57755.8949052989,0,99.27,99.64,0,99.27,38.48,70.5761316872428,99.27,0.73,58465.41,110.43,78.24,6.49,12.6,2.67
298631,060352302,218,251,469,173,504,171,2.74269005847953,123877.382705986,0,93.64,95.38,2.89,99.42,49.54,68.3890577507599,98.25,1.75,125397.35,37.4,63.12,10.64,21.28,4.96
298639,060352312,667,685,1352,363,325,295,4.58305084745763,114330.162671834,0,58.72,39.39,15.98,99.72,59.97,63.5327635327635,76.61,23.39,115732.4,116.85,16.56,6.29,51.99,25.17
298668,060352608,422,434,856,235,213,202,4.23762376237624,58016.2253430486,0,11.45,45.96,7.23,97.87,55.37,60.2105263157895,70.79,29.21,58723.13,145.83,18.58,2.73,51.37,27.32
298670,060352610,917,979,1896,484,441,427,4.44028103044496,83417.0754753351,0,6.77,33.26,16.32,99.79,58.48,60.8080808080808,71.19,28.81,84432.62,224.64,10.05,3.04,51.17,35.75
298675,060352701,149,143,292,69,69,66,4.42424242424242,176166.494768694,9.17,22.22,2.9,27.54,98.55,45.95,47.7477477477478,28.79,71.21,178306.74,16.38,6.06,6.06,34.85,53.03
298680,060352706,874,848,1722,482,371,354,4.86440677966102,172010.340810895,16.23,19.14,41.91,13.28,99.38,52.9,55.5438225976769,79.66,20.34,174104.15,98.91,12.38,4.52,55.48,27.62
298691,060352804,357,405,762,272,295,259,2.94208494208494,81007.6764310598,0,13.24,89.34,0.37,100,47.43,60.2766798418972,98.84,1.16,81990.59,92.93,47.56,9.35,39.43,3.66
298698,060352904,385,440,825,267,261,205,4.02439024390244,89087.9534655213,0,15.73,88.39,3,100,59.93,69.6808510638298,94.63,5.37,90167.79,91.46,46.67,5.78,39.56,8
298723,060353109,278,305,583,219,201,169,3.44970414201183,66473.7627329081,0,12.39,91.32,1.37,100,60.86,70.6443914081146,97.04,2.96,67277.19,86.63,44,5.14,43.43,7.43
298745,060353406,487,520,1007,341,390,322,3.12732919254658,111416.607432455,2.8,96.18,85.63,3.81,100,44.14,60.6606606606607,96.27,3.73,112764.31,89.27,50.43,7.74,36.68,5.16
298755,060353507,335,375,710,242,245,218,3.25688073394495,93438.7453585947,0,95.85,83.06,4.13,100,54.23,66.1855670103093,95.87,4.13,94563.14,75.05,43.84,6.4,40.39,9.36
294474,060351403,441,496,937,335,367,318,2.94654088050314,113508.301995039,0,89.55,90.15,7.46,99.1,49.39,70.6686930091185,94.97,5.03,114887.99,81.55,63.09,8.52,23.34,5.05
294662,060352902,439,478,917,304,318,287,3.19512195121951,85031.6292612553,0,11.26,88.82,2.3,100,53.76,62.771285475793,95.12,4.88,86062.65,106.5,41.92,5.38,46.15,6.54
294696,060353010,399,430,829,300,344,295,2.81016949152542,74831.7685825229,0,80.6,92.67,4.67,99.67,59.59,69.7754749568221,94.58,5.42,75739.64,109.51,47.03,3.81,42.8,6.36
298380,060350103,363,394,757,239,238,216,3.50462962962963,95432.0303776711,0,77.31,58.58,8.37,98.74,57.58,64.2857142857143,91.2,8.8,96598.13,78.36,28.95,6.32,54.21,10.53
298398,060350308,380,440,820,291,306,289,2.83737024221453,20460.9974208139,0,100,100,2.41,100,49.46,69.4642857142857,100,0,20713.58,396.14,59.86,13.49,24.91,1.73
298402,060350311,465,517,982,334,345,329,2.98480243161094,143239.430489302,0,99.7,96.11,1.2,100,50.07,69.98556998557,98.48,1.52,145006.12,67.72,61.7,10.53,22.51,5.26
298413,060350407,486,585,1071,348,364,341,3.14076246334311,112048.709766269,0,80.4,81.9,3.45,100,58.79,68.299711815562,94.13,5.87,113423.79,94.44,36.3,4.98,47.69,11.03
298420,060350413,443,508,951,327,343,316,3.00949367088608,152585.469024599,0,94.19,96.02,0.92,100,52.71,68.0722891566265,99.05,0.95,154462.43,61.55,58.78,5.73,30.11,5.38
298426,060350504,526,617,1143,375,386,352,3.24715909090909,505772.246994555,0.08,11.83,78.4,4.53,97.87,62.23,71.2365591397849,91.76,8.24,511960.06,22.32,44.98,3.72,43.87,7.43
298457,060350711,267,374,641,191,328,162,3.95679012345679,73795.1833618283,0,74.03,84.29,6.28,99.48,50.25,60.8374384236453,95.06,4.94,74695.02,85.81,44,10.86,40.57,4.57
298459,060350801,450,536,986,274,304,264,3.73484848484848,16107.5458165854,0,95.22,89.42,8.03,100,58.52,62.6893939393939,95.45,4.55,16303.92,604.91,19.82,2.76,58.06,19.35
298482,060350908,644,619,1263,342,440,307,4.11400651465798,207300.429418683,48.62,62.12,0.29,27.19,99.71,57.89,58.2846003898635,38.44,61.56,209821.35,60.2,6.17,0.41,43.21,50.21
298491,060351003,428,488,916,297,323,285,3.2140350877193,154392.387052059,0.7,94.83,63.64,20.54,99.66,51.07,61.9642857142857,86.67,13.33,156266.65,58.61,37.16,8.81,39.85,14.18
298507,060351107,164,180,344,107,120,101,3.40594059405941,23233.7204814013,0,98,57.94,15.89,97.2,53.97,67.7248677248677,97.03,2.97,23515.4,146.38,45.24,3.57,34.52,16.67
298511,060351201,293,360,653,250,287,229,2.85152838427948,126078.794383168,0,99.2,99.2,0.8,99.6,43.6,68.5950413223141,99.13,0.87,127606.76,51.18,64.68,12.64,21.93,0.74
298534,060351408,421,470,891,294,349,287,3.10452961672474,112932.7430709,0.94,92.76,79.93,5.1,99.32,48.59,68.904593639576,89.55,10.45,114306.07,77.95,59.57,8.51,25.89,6.03
298538,060351412,306,333,639,216,237,204,3.13235294117647,72354.2271938473,0,97.22,90.28,2.31,100,42.79,67.1171171171171,98.04,1.96,73235.26,87.3,63.4,4.91,26.04,5.66
298547,060351509,317,433,750,261,278,241,3.11203319502075,83476.2238591909,0,5.75,89.27,2.3,100,61,70.8,93.78,6.22,84492.6,88.76,49.75,10.15,34.52,5.58
298549,060351511,340,430,770,264,304,261,2.95019157088123,100317.300009996,0,85.55,90.15,1.52,100,49.52,69.2898272552783,97.32,2.68,101539.32,75.86,63.2,8.55,25.65,2.6
298556,060351606,388,432,820,267,302,259,3.16602316602317,76242.624550283,0,15.36,94.01,1.87,100,50.9,64.9280575539568,94.21,5.79,77171.14,106.22,52.81,8.99,33.71,4.49
298561,060351701,364,449,813,296,332,282,2.88297872340426,115103.160887122,0,66.33,94.59,1.35,100,55.68,68.6486486486486,95.74,4.26,116507.75,69.79,53.67,10.09,31.65,4.59
298562,060351702,359,436,795,262,266,226,3.51769911504425,124230.201411307,0,87.02,95.04,1.53,99.24,51.59,71.9081272084806,99.56,0.44,125747.32,63.25,61.92,7.95,26.36,3.77
298578,060351807,306,359,665,248,301,242,2.74793388429752,98580.3446363974,0,85.89,93.15,0.4,97.58,55.04,72.1491228070175,98.35,1.65,99786.32,66.63,59.35,7.48,28.97,4.21
